Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Transmembrane	Subcellular location [CC]
O88764	DAPK3_RAT	reviewed	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (ZIP-kinase)	Dapk3 Zipk	Rattus norvegicus (Rat)	448		SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10602474, ECO:0000269|PubMed:10602480, ECO:0000269|PubMed:17953487, ECO:0000269|PubMed:20854903, ECO:0000269|PubMed:9840928}. Nucleus, PML body {ECO:0000269|PubMed:10602474}. Cytoplasm {ECO:0000303|PubMed:10602480}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000269|PubMed:14582533}. Chromosome, centromere {ECO:0000269|PubMed:12560483, ECO:0000269|PubMed:14582533}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15096528}. Note=Predominantly localized to the nucleus. Relocates to the cytoplasm on binding PAWR where the complex appears to interact with actin filaments (Probable). Associated with the centrosomes throughout the mitotic cell cycle, with the centromeres from prophase to anaphase and with the contractile ring during cytokinesis. {ECO:0000269|PubMed:14582533, ECO:0000269|PubMed:17953487, ECO:0000303|PubMed:10602474}.
Q04807	GLCM1_RAT	reviewed	Glycosylation-dependent cell adhesion molecule 1 (GlyCAM-1) (Endothelial ligand FOR L-selectin) (SGP50) (Sulfated 50 kDa glycoprotein)	Glycam1	Rattus norvegicus (Rat)	146		SUBCELLULAR LOCATION: Cell membrane.
P20767	LAC2_RAT	reviewed	Ig lambda-2 chain C region		Rattus norvegicus (Rat)	104		
Q5BK22	GTPB8_RAT	reviewed	GTP-binding protein 8	Gtpbp8	Rattus norvegicus (Rat)	285		
Q7TT51	LGSN_RAT	reviewed	Lengsin (Glutamate-ammonia ligase domain-containing protein 1) (Lens glutamine synthase-like)	Lgsn Gluld1 Lgs	Rattus norvegicus (Rat)	561		
Q5FB95	LMA1L_RAT	reviewed	Protein ERGIC-53-like (ERGIC53-like protein) (Lectin mannose-binding 1-like) (LMAN1-like protein) (Sublingual acinar membrane protein) (Slamp)	Lman1l Ergl	Rattus norvegicus (Rat)	503	TRANSMEM 440 460 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:15923361}; Single-pass type I membrane protein {ECO:0000269|PubMed:15923361}.
Q5FVN0	MBOA5_RAT	reviewed	Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5)	Lpcat3 Grcc3f Mboat5 Oact5	Rattus norvegicus (Rat)	487	TRANSMEM 44 64 Helical. {ECO:0000255}.; TRANSMEM 67 87 Helical. {ECO:0000255}.; TRANSMEM 111 131 Helical. {ECO:0000255}.; TRANSMEM 178 198 Helical. {ECO:0000255}.; TRANSMEM 236 256 Helical. {ECO:0000255}.; TRANSMEM 285 305 Helical. {ECO:0000255}.; TRANSMEM 364 384 Helical. {ECO:0000255}.; TRANSMEM 422 442 Helical. {ECO:0000255}.; TRANSMEM 453 473 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P32755	HPPD_RAT	reviewed	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27) (4-hydroxyphenylpyruvic acid oxidase) (4HPPD) (HPD) (HPPDase) (F Alloantigen) (F protein)	Hpd	Rattus norvegicus (Rat)	393		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12867153}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:12867153}; Peripheral membrane protein {ECO:0000269|PubMed:12867153}. Golgi apparatus membrane {ECO:0000269|PubMed:12867153}; Peripheral membrane protein {ECO:0000269|PubMed:12867153}.
Q3MIF2	LMBL2_RAT	reviewed	Lethal(3)malignant brain tumor-like protein 2 (L(3)mbt-like protein 2)	L3mbtl2	Rattus norvegicus (Rat)	703		SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P97604	IL15_RAT	reviewed	Interleukin-15 (IL-15)	Il15	Rattus norvegicus (Rat)	162		SUBCELLULAR LOCATION: Secreted.
Q6IFX0	K1C25_RAT	reviewed	Keratin, type I cytoskeletal 25 (Cytokeratin-25) (CK-25) (Keratin-25) (K25) (Keratin-25A) (K25A) (Type I inner root sheath-specific keratin-K25irs1) (Type I keratin KA38)	Krt25 Ka38 Krt25a	Rattus norvegicus (Rat)	446		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8VCW2}.
Q64361	LXN_RAT	reviewed	Latexin (Endogenous carboxypeptidase inhibitor) (ECI) (Tissue carboxypeptidase inhibitor) (TCI)	Lxn	Rattus norvegicus (Rat)	223		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P53670	LIMK2_RAT	reviewed	LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1)	Limk2	Rattus norvegicus (Rat)	638		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
D3ZVK1	MCM8_RAT	reviewed	DNA helicase MCM8 (EC 3.6.4.12) (Minichromosome maintenance 8)	Mcm8	Rattus norvegicus (Rat)	830		SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9UJA3}. Chromosome {ECO:0000250|UniProtKB:Q9UJA3}. Note=Localizes to nuclear foci. Localizes to double-stranded DNA breaks. Binds chromatin throughout the cell cycle. {ECO:0000250|UniProtKB:Q9UJA3}.
Q5XIJ1	HMCES_RAT	reviewed	Abasic site processing protein HMCES (Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein) (ES cell-specific 5hmC-binding protein) (Peptidase HMCES) (EC 3.4.-.-) (Putative endonuclease HMCES) (EC 3.1.25.-) (SRAP domain-containing protein 1)	Hmces Srapd1	Rattus norvegicus (Rat)	353		SUBCELLULAR LOCATION: Chromosome {ECO:0000250|UniProtKB:Q96FZ2}. Note=Recruited to chromatin following DNA damage. Localizes to replication forks. {ECO:0000250|UniProtKB:Q96FZ2}.
Q6AYB4	HSP7E_RAT	reviewed	Heat shock 70 kDa protein 14	Hspa14	Rattus norvegicus (Rat)	509		SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}.
P49655	KCJ10_RAT	reviewed	ATP-sensitive inward rectifier potassium channel 10 (ATP-sensitive inward rectifier potassium channel KAB-2) (BIR10) (Brain-specific inwardly rectifying K(+) channel 1) (BIRK1) (Inward rectifier K(+) channel Kir4.1) (Potassium channel, inwardly rectifying subfamily J member 10)	Kcnj10 Kab-2	Rattus norvegicus (Rat)	379	TRANSMEM 65 89 Helical; Name=M1. {ECO:0000250}.; TRANSMEM 143 164 Helical; Name=M2. {ECO:0000250}.	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P78508}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P78508}. Basolateral cell membrane {ECO:0000250|UniProtKB:P78508}. Note=In kidney distal convoluted tubules, located in the basolateral membrane where it colocalizes with KCNJ16. {ECO:0000250|UniProtKB:P78508}.
Q4KM84	MET18_RAT	reviewed	Histidine protein methyltransferase 1 homolog (Methyltransferase-like protein 18) (EC 2.1.1.-)	Mettl18	Rattus norvegicus (Rat)	362		
O35800	HIF1A_RAT	reviewed	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha)	Hif1a	Rattus norvegicus (Rat)	825		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q16665}. Nucleus. Nucleus speckle {ECO:0000250|UniProtKB:Q61221}. Note=Colocalizes with HIF3A in the nucleus and speckles (By similarity). Cytoplasmic in normoxia, nuclear translocation in response to hypoxia (By similarity). {ECO:0000250|UniProtKB:Q16665, ECO:0000250|UniProtKB:Q61221}.
P82995	HS90A_RAT	reviewed	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86)	Hsp90aa1 Hsp86 Hspca	Rattus norvegicus (Rat)	733		SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P07901}. Cytoplasm {ECO:0000250|UniProtKB:P07901}. Melanosome {ECO:0000250|UniProtKB:P07900}. Cell membrane {ECO:0000250|UniProtKB:P07900}.
Q64632	ITB4_RAT	reviewed	Integrin beta-4 (GP150) (CD antigen CD104)	Itgb4	Rattus norvegicus (Rat)	1807	TRANSMEM 714 734 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Cell junction, hemidesmosome {ECO:0000250}. Note=Colocalizes with DST at the leading edge of migrating keratinocytes. {ECO:0000250}.
Q66HA8	HS105_RAT	reviewed	Heat shock protein 105 kDa (Heat shock 110 kDa protein)	Hsph1 Hsp105 Hsp110	Rattus norvegicus (Rat)	858		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q92598}.
F1M2Z5	NCMAP_RAT	reviewed	Noncompact myelin-associated protein (Myelin protein of 11 kDa) (MP11)	Ncmap	Rattus norvegicus (Rat)	100	TRANSMEM 29 49 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Localized mainly in the Schmidt-Lanterman incisures and paranodes of noncompact peripheral nerve myelin. {ECO:0000269|PubMed:18650334}.
P51489	OPSD_RAT	reviewed	Rhodopsin	Rho	Rattus norvegicus (Rat)	348	TRANSMEM 37 61 Helical; Name=1. {ECO:0000250|UniProtKB:P02699}.; TRANSMEM 74 96 Helical; Name=2. {ECO:0000250|UniProtKB:P02699}.; TRANSMEM 111 133 Helical; Name=3. {ECO:0000250|UniProtKB:P02699}.; TRANSMEM 153 173 Helical; Name=4. {ECO:0000250|UniProtKB:P02699}.; TRANSMEM 203 224 Helical; Name=5. {ECO:0000250|UniProtKB:P02699}.; TRANSMEM 253 274 Helical; Name=6. {ECO:0000250|UniProtKB:P02699}.; TRANSMEM 287 308 Helical; Name=7. {ECO:0000250|UniProtKB:P02699}.	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P02699}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P02699}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:P02699}. Note=Synthesized in the inner segment (IS) of rod photoreceptor cells before vectorial transport to disk membranes in the rod outer segment (OS) photosensory cilia. {ECO:0000250|UniProtKB:P08100}.
Q5XHX9	MTL5_RAT	reviewed	Tesmin (Metallothionein-like 5, testis-specific)	Tesmin Mtl5	Rattus norvegicus (Rat)	475		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9WTJ6}. Nucleus {ECO:0000250|UniProtKB:Q9WTJ6}. Note=Predominantly localized to the cytoplasm. Translocates from the cytoplasm to the nucleus in the G2/M transition upon treatment with cadmium, cobalt or zinc. {ECO:0000250|UniProtKB:Q9WTJ6}.
O55232	OREX_RAT	reviewed	Orexin (Hypocretin) (Hcrt) [Cleaved into: Orexin-A (Hypocretin-1) (Hcrt1); Orexin-B (Hypocretin-2) (Hcrt2)]	Hcrt Ox Ppox	Rattus norvegicus (Rat)	130		SUBCELLULAR LOCATION: Rough endoplasmic reticulum. Note=Associated with perikaryal rough endoplasmic reticulum as well as cytoplasmic large granular vesicles at synapses.
P30835	PFKAL_RAT	reviewed	ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)	Pfkl Pfk-l	Rattus norvegicus (Rat)	780		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03184}.
Q9EPQ0	NCKX3_RAT	reviewed	Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3) (Fragment)	Slc24a3 Nckx3	Rattus norvegicus (Rat)	624	TRANSMEM 89 109 Helical. {ECO:0000255}.; TRANSMEM 134 154 Helical. {ECO:0000255}.; TRANSMEM 164 184 Helical. {ECO:0000255}.; TRANSMEM 192 212 Helical. {ECO:0000255}.; TRANSMEM 216 236 Helical. {ECO:0000255}.; TRANSMEM 466 486 Helical. {ECO:0000255}.; TRANSMEM 492 512 Helical. {ECO:0000255}.; TRANSMEM 531 551 Helical. {ECO:0000255}.; TRANSMEM 562 582 Helical. {ECO:0000255}.; TRANSMEM 597 617 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q9JMC1	PI5PA_RAT	reviewed	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A (EC 3.1.3.56) (Inositol polyphosphate 5-phosphatase J) (Proline-rich inositol polyphosphate 5-phosphatase)	Inpp5j Pib5pa Pipp	Rattus norvegicus (Rat)	1001		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10593988}. Note=Predominantly localized to membrane ruffles.
O35052	CDS1_RAT	reviewed	Phosphatidate cytidylyltransferase 1 (EC 2.7.7.41) (CDP-DAG synthase 1) (CDP-DG synthase 1) (CDP-diacylglycerol synthase 1) (CDS 1) (CDP-diglyceride pyrophosphorylase 1) (CDP-diglyceride synthase 1) (CTP:phosphatidate cytidylyltransferase 1)	Cds1 Cds	Rattus norvegicus (Rat)	461	TRANSMEM 96 116 Helical. {ECO:0000255}.; TRANSMEM 149 169 Helical. {ECO:0000255}.; TRANSMEM 183 203 Helical. {ECO:0000255}.; TRANSMEM 230 250 Helical. {ECO:0000255}.; TRANSMEM 279 299 Helical. {ECO:0000255}.; TRANSMEM 357 377 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:6271231}; Multi-pass membrane protein {ECO:0000269|PubMed:6271231}. Note=Cytoplasmic aspect of the endoplasmic reticulum.
O35142	COPB2_RAT	reviewed	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)	Copb2	Rattus norvegicus (Rat)	905		SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Golgi apparatus membrane {ECO:0000269|PubMed:17360540}; Peripheral membrane protein {ECO:0000269|PubMed:17360540}; Cytoplasmic side {ECO:0000269|PubMed:17360540}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it (By similarity). Shows only a slight preference for the cis-Golgi apparatus (<55%), compared with the trans-Golgi (>45%). {ECO:0000250}.
P05540	CD4_RAT	reviewed	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (W3/25 antigen) (CD antigen CD4)	Cd4	Rattus norvegicus (Rat)	457	TRANSMEM 395 417 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P01730}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P01730}. Note=Localizes to lipid rafts. {ECO:0000250|UniProtKB:P01730}.
Q9JIX5	CHD8_RAT	reviewed	Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Axis duplication inhibitor) (Duplin)	Chd8	Rattus norvegicus (Rat)	2581		SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03071, ECO:0000269|PubMed:10921920, ECO:0000269|PubMed:11744694}. Note=Localizes to the promoter regions of several CTNNB1-responsive genes. Also present at known CTCF target sites. {ECO:0000255|HAMAP-Rule:MF_03071}.
Q63398	COE1_RAT	reviewed	Transcription factor COE1 (O/E-1) (OE-1) (Early B-cell factor) (Olf-1) (Olfactory neuronal transcription factor)	Ebf1 Coe1 Ebf Olf1	Rattus norvegicus (Rat)	584		SUBCELLULAR LOCATION: Nucleus.
P51869	CP4F4_RAT	reviewed	Cytochrome P450 4F4 (EC 1.14.14.1) (CYPIVF4)	Cyp4f4	Rattus norvegicus (Rat)	522		SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.
Q9QYU4	CRYM_RAT	reviewed	Ketimine reductase mu-crystallin (EC 1.5.1.25) (CDK108) (NADP-regulated thyroid-hormone-binding protein)	Crym	Rattus norvegicus (Rat)	313		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q5XID1	CPIN1_RAT	reviewed	Anamorsin (Cytokine-induced apoptosis inhibitor 1) (Fe-S cluster assembly protein DRE2 homolog)	Ciapin1	Rattus norvegicus (Rat)	309		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03115}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03115}. Mitochondrion intermembrane space {ECO:0000255|HAMAP-Rule:MF_03115}.
Q3B7T8	CEP44_RAT	reviewed	Centrosomal protein of 44 kDa (Cep44)	Cep44	Rattus norvegicus (Rat)	386		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250}. Midbody {ECO:0000250}. Note=Localizes to centrosomes, spindle poles, and weakly in midbody. {ECO:0000250}.
Q3T1L5	ALG6_RAT	reviewed	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6 homolog) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)	Alg6	Rattus norvegicus (Rat)	507	TRANSMEM 4 24 Helical. {ECO:0000255}.; TRANSMEM 115 135 Helical. {ECO:0000255}.; TRANSMEM 144 164 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}.; TRANSMEM 227 247 Helical. {ECO:0000255}.; TRANSMEM 298 318 Helical. {ECO:0000255}.; TRANSMEM 324 344 Helical. {ECO:0000255}.; TRANSMEM 362 382 Helical. {ECO:0000255}.; TRANSMEM 388 408 Helical. {ECO:0000255}.; TRANSMEM 438 458 Helical. {ECO:0000255}.; TRANSMEM 473 493 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q642A4	CH082_RAT	reviewed	UPF0598 protein C8orf82 homolog		Rattus norvegicus (Rat)	218		
Q9R0T3	DNJC3_RAT	reviewed	DnaJ homolog subfamily C member 3 (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)	Dnajc3 P58ipk	Rattus norvegicus (Rat)	504		SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250}.
Q5XIA0	DZI1L_RAT	reviewed	Zinc finger protein DZIP1L (DAZ-interacting protein 1-like protein)	Dzip1l	Rattus norvegicus (Rat)	776		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q8IYY4}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q8IYY4}. Note=Localizes to centrioles and to the distal ends of basal bodies. {ECO:0000250|UniProtKB:Q8IYY4}.
Q9JJH3	GPR27_RAT	reviewed	Probable G-protein coupled receptor 27 (Super conserved receptor expressed in brain 1)	Gpr27 Sreb1	Rattus norvegicus (Rat)	377	TRANSMEM 25 45 Helical; Name=1. {ECO:0000255}.; TRANSMEM 57 77 Helical; Name=2. {ECO:0000255}.; TRANSMEM 99 119 Helical; Name=3. {ECO:0000255}.; TRANSMEM 141 161 Helical; Name=4. {ECO:0000255}.; TRANSMEM 184 204 Helical; Name=5. {ECO:0000255}.; TRANSMEM 288 308 Helical; Name=6. {ECO:0000255}.; TRANSMEM 323 343 Helical; Name=7. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P97612	FAAH1_RAT	reviewed	Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1) (Oleamide hydrolase 1)	Faah Faah1	Rattus norvegicus (Rat)	579	TRANSMEM 9 29 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9122178}; Single-pass membrane protein {ECO:0000269|PubMed:9122178}. Golgi apparatus membrane {ECO:0000269|PubMed:9122178}; Single-pass membrane protein {ECO:0000269|PubMed:9122178}. Note=Seems to be associated with the endoplasmic reticulum and/or Golgi apparatus.
Q6AYP2	MFA3L_RAT	reviewed	Microfibrillar-associated protein 3-like	Mfap3l	Rattus norvegicus (Rat)	409	TRANSMEM 149 169 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O75121}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:O75121}. Nucleus {ECO:0000250|UniProtKB:O75121}. Cytoplasm {ECO:0000250|UniProtKB:O75121}. Note=Mainly localized in the nucleus. {ECO:0000250|UniProtKB:O75121}.
Q9Z2T2	KCNK1_RAT	reviewed	Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (rTWIK) (Potassium channel K2P1)	Kcnk1	Rattus norvegicus (Rat)	336	TRANSMEM 21 41 Helical. {ECO:0000250|UniProtKB:O00180}.; TRANSMEM 133 156 Helical. {ECO:0000250|UniProtKB:O00180}.; TRANSMEM 182 202 Helical. {ECO:0000250|UniProtKB:O00180}.; TRANSMEM 244 267 Helical. {ECO:0000250|UniProtKB:O00180}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17452494, ECO:0000269|PubMed:19571146, ECO:0000269|PubMed:22948150}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O00180}. Recycling endosome {ECO:0000250|UniProtKB:O00180}. Apical cell membrane {ECO:0000269|PubMed:12855359, ECO:0000269|PubMed:9843722}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O00180}. Cytoplasmic vesicle {ECO:0000269|PubMed:9843722}. Perikaryon {ECO:0000269|PubMed:18838117, ECO:0000269|PubMed:19571146}. Cell projection, Neuron projection, dendrite {ECO:0000250|UniProtKB:O08581}. Cell projection {ECO:0000250|UniProtKB:O08581}. Cell junction, synapse {ECO:0000269|PubMed:9843722}. Note=The heterodimer with KCNK2 is detected at the astrocyte cell membrane. Not detected at the astrocyte cell membrane when KCNK2 is absent. Detected on neuronal cell bodies, and to a lesser degree on neuronal cell projections (By similarity). Detected in synaptic membranes (PubMed:9843722). Detected at the apical cell membrane in stria vascularis in the cochlea (PubMed:12855359). Detected on hippocampus dentate gyrus granule cell bodies and to a lesser degree on proximal dendrites. Detected at the apical cell membrane of vestibular dark cells situated between the crista and the utricle in the inner ear. Detected at the apical cell membrane in kidney proximal tubule segment S1 and in subapical compartments in segments S1, S2 and S3 (PubMed:9843722). Predominantly in cytoplasmic structures in kidney distal convoluted tubules and collecting ducts (By similarity). Detected at the apical cell membrane of bronchial epithelial cells (By similarity). {ECO:0000250|UniProtKB:O00180, ECO:0000250|UniProtKB:O08581, ECO:0000269|PubMed:12855359, ECO:0000269|PubMed:9843722}.
B5DEL1	KCTD5_RAT	reviewed	BTB/POZ domain-containing protein KCTD5	Kctd5	Rattus norvegicus (Rat)	234		SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9NXV2}. Cytoplasm {ECO:0000250|UniProtKB:Q9NXV2}. Nucleus {ECO:0000250|UniProtKB:Q9NXV2}. Note=Predominantly cytoplasmic, translocated to the nucleus upon interaction with Rep proteins. {ECO:0000250|UniProtKB:Q9NXV2}.
Q5XIE6	HIBCH_RAT	reviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)	Hibch	Rattus norvegicus (Rat)	385		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:8824301}.
Q45R42	LRRC4_RAT	reviewed	Leucine-rich repeat-containing protein 4 (Netrin-G2 ligand) (NGL-2)	Lrrc4	Rattus norvegicus (Rat)	652	TRANSMEM 527 547 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:16980967}; Single-pass type I membrane protein {ECO:0000269|PubMed:16980967}. Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000269|PubMed:16980967}. Note=LRRC4 and DLG4 are interdependent for synaptic localization. {ECO:0000250}.
Q62976	KCMA1_RAT	reviewed	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog)	Kcnma1 Kcnma	Rattus norvegicus (Rat)	1209	TRANSMEM 88 108 Helical; Name=Segment S0. {ECO:0000255}.; TRANSMEM 180 200 Helical; Name=Segment S1. {ECO:0000255}.; TRANSMEM 216 236 Helical; Name=Segment S2. {ECO:0000255}.; TRANSMEM 241 261 Helical; Name=Segment S3. {ECO:0000255}.; TRANSMEM 266 286 Helical; Voltage-sensor; Name=Segment S4. {ECO:0000255}.; TRANSMEM 302 322 Helical; Name=Segment S5. {ECO:0000255}.; TRANSMEM 369 389 Helical; Name=Segment S6. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.; SUBCELLULAR LOCATION: Isoform 7: Endoplasmic reticulum membrane; Multi-pass membrane protein. Note=Has a dominant-negative effect on other isoforms, preventing their localization to the cell membrane.
Q8VH49	HIG1A_RAT	reviewed	HIG1 domain family member 1A, mitochondrial (Hypoxia-inducible gene 1 protein)	Higd1a Hig1	Rattus norvegicus (Rat)	93	TRANSMEM 28 48 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.; TRANSMEM 69 89 Helical. {ECO:0000255|PROSITE-ProRule:PRU00836}.	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000255|PROSITE-ProRule:PRU00836}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00836}. Mitochondrion inner membrane {ECO:0000250}.
