Accession,GeneName
Q10836,Trhde
Q6P6V7,Tcaf3
Q6I7R5,Tceal8
Q66HC1,Tdrd3
B4F7C4,Tdrd5
Q7TPB1,Cct4
Q63467,Tff1
Q9JMG6,Tfpt
Q91ZW1,Tfam
Q5U2Y6,Tfip11
P17246,Tgfb1
P63059,Thra
Q5XFW6,Wdr6
P62074,Timm10
Q5U4F4,Tmem135
P62076,Timm13
Q2TA63,Tmem147
Q68FU0,Tmem174
Q9Z142,Tmem33
Q5XIP9,Tmem43
Q5XIK2,Tmx2
Q63584,Tmed10
Q4FZV7,Tmub2
Q8R5K6,Tob1
F1M0Z1,Trio
Q9WTQ6,Trib3
Q5FVR0,Timd2
Q5BK13,Tmem199
Q4KLL4,Tm9sf4
Q5EB73,Tmem246
Q5RJK3,Trmt10b
Q6AXN3,Tmed5
P27768,Tnni2
Q6P752,Tor1aip2
Q06332,Lta
A2RUW1,Tollip
D3ZQG6,Trim2
Q5M7V1,Trim13
Q6MFY8,Trim40
Q496Z2,Tril
Q91XV7,Tmem158
A9CMA6,Tmem163
Q68FV1,Tmem38b
P08435,Tac3
Q5HZE8,Tmem59l
Q6AYQ4,Tmem109
Q9QX05,Tlr4
Q4KLI2,Trmt10a
Q6JAM9,Tmem35a
P50137,Tkt
B6ID01,Tmem216
Q63524,Tmed2
P09739,Tnnt3
Q62760,Tomm20
Q6IM78,Top1mt
Q9WUL0,Top1
Q76IQ7,Tox2
Q8CHM9,Teddm1
Q64232,Tecr
Q5XHX8,Theg
P24329,Tst
P01830,Thy1
P81556,Timp4
Q8R4E1,Itfg1
Q9JKW1,Timm22
Q6EIX2,Magmas-ps1
Q4QR88,Tipin
Q9JIT3,Tle3
Q6K0P5,Tmem171
P11232,Txn
Q5BK67,Tifab
A2VCX1,Tiprl
Q9WV97,Timm9
Q6AXS2,Tmem252
Q5PQM0,Tmem168
Q5U2V9,Tmem39a
Q5EB63,Tmem196
Q5M7W4,Tmc5
Q75Q41,Tomm22
Q75Q40,Tomm40
P36940,Faslg
B6CZ62,Tomt
Q566R2,Tm2d2
Q68FR5,Tmem209
Q5FVN2,Tmem41b
Q53AQ4,Tmub1
Q80WY6,Tnfrsf1b
P97525,Tnfrsf8
Q99MM4,Trafd1
Q3SWU0,Tarbp2
Q4G073,Trdmt1
Q91Z63,Trim63
P12346,Tf
Q924P2,Tmem14c
Q569C0,Tmem100
Q4KM93,Tmem177
Q4KLZ1,Tmem186
Q5FVF4,Tm7sf3
P22934,Tnfrsf1a
Q499U8,Tmco4
Q63199,Fas
Q01717,Trhr
Q5XIH6,Trim54
Q5PQN5,Trim55
Q7TNK6,Trmt11
O35119,Trpc4
Q5XFW2,Trub2
Q2EJA0,Yap1
Q6P6S5,Wrb
O08654,
D3ZAQ5,
P33272,Cyp2b12
P12075,Cox5b
Q6P7D4,Cyp20a1
P05179,Cyp2c7
P33274,Cyp4f1
P08683,Cyp2c11
P20814,Cyp2c13
P04167,Cyp2b2
P13107,Cyp2b3
P10633,Cyp2d1
Q64537,Capns1
D4A1R8,Cpne1
Q66H71,Cpped1
Q4KM65,Nudt21
Q5XI29,Cpsf7
Q8K4D6,Cyp4x1
Q6GX86,
P0CD95,
Q64654,Cyp51a1
B1WC88,
Q63135,Cr1l
Q91XJ0,Ss18l1
Q4G063,Creld2
P35353,Crhr1
P10068,Crygf
P10065,Cryga
Q8R4S8,Crlf2
Q5U2U2,Crkl
P48199,Crp
Q32Q86,Cry1
Q6AY72,
A0JPQ7,
P0C5E9,Crygs
Q9QYU4,Crym
D4A4D7,E2f7
P97834,Gps1
P61203,Cops2
A1L131,Cuedc2
Q0V8T3,Cntnap5d
Q64583,Cyp2b15
Q63688,Cyp7b1
P24470,Cyp2c23
P0C279,Cpeb1
P63041,Cplx1
H1UBN0,Cpne7
Q4QR71,CPVL
P07756,Cps1
Q5I0I9,Coq10b
P32198,Cpt1a
Q63768,Crk
D4A7V9,Eif2ak4
Q6AXP1,
O09139,E2f1
Q64611,Csad
P67874,Csnk2b
Q5FVG2,Epb41l5
P19139,Csnk2a1
P50463,Csrp3
Q8VII2,Cst12
Q8VIH8,Cst14
Q9JJ46,Ebp
Q5BK39,
P33273,Cyp2c55
P20817,Cyp4a14
P51869,Cyp4f4
Q9Z1Z1,Eif2ak3
P24623,Cryaa
P23928,Cryab
Q923I8,Cry2
Q62814,E2f5
F1LMN3,E2f8
Q63430,Csdc2
Q8JZQ0,Csf1
Q9WTP0,Epb41l1
B2RYE5,Epb41l4b
Q68FW9,Cops3
Q9ERB4,Vcan
Q00657,Cspg4
Q8K5A3,Cst11
Q4KM45,
B4F795,Slc44a2
Q6MG71,Slc44a4
B1WC58,Rbbp8
Q6AXX2,
P04799,Cyp1a2
P17178,Cyp27a1
P05183,Cyp3a2
P15149,Cyp2a2
P11510,Cyp2c12
P51871,Cyp4f6
Q64581,Cyp3a18
P00176,Cyp2b1
P12938,Cyp2d3
Q5XID1,Ciapin1
Q64680,Cyp2d4
P47866,Crhr2
P01143,Crh
P10067,Crygd
P24388,Crhbp
Q5XIA0,Dzip1l
Q792Q4,Cript
P63155,Crnkl1
Q157S1,Crtc1
Q811X5,Eaf2
P55091,Ctrc
B5DFM7,Catsperd
Q8VII6,Slc44a1
Q6AYG5,Echdc1
P14604,Echs1
Q5XIC0,Eci2
Q62894,Ecm1
Q3KR64,
P80430,Cox6b1
P35411,Cx3cr1
P10818,Cox6a1
P10817,Cox6a2
P29414,Gja3
P28234,Gja5
Q9JII9,Cxcr3
Q9R066,Cxadr
P08033,Gjb1
Q80XF7,Gjc2
O70610,Gjd2
Q5XIQ3,Cxxc5
P30348,Cxcl2
Q3ZAV8,Edc4
P13207,Edn3
Q66HC0,Efcab3
P05503,Mtco1
Q8CIY2,Duox1
Q7TNN2,Cox8c
Q64678,Cyp1b1
O35293,Cyp2f2
P11711,Cyp2a1
Q3MID2,Cyp4f3
P02667,Csn1s2a
P42893,Ece1
B2RYL1,Chtf8
Q07803,Gfm1
P41237,Ctxn1
Q6AXP6,Catsper2
Q9R1E9,Ctgf
B5DF89,Cul3
P53565,Cux1
Q3MIE0,Echdc3
Q5BJP2,Cwc15
P23965,Eci1
Q5XIB2,Cwc27
P11951,Cox6c2
P48973,Cxcl10
Q9EQC9,Cxxc4
Q6AXU5,Cxcl16
Q62737,Cyba
P22388,Edn1
Q6AYA6,Cybc1
O08812,Slc7a3
Q9QZT0,Cuzd1
P35407,Cxcr2
P21994,Gjb2
P70709,Rnase3
O08565,Cxcr4
A4GG66,Gjc1
P34997,Cxcr5
Q10746,Cxcl3
P70612,Cxcr1
P69736,Edf1
Q6AYH4,Cyren
Q0V8T6,Cntnap5a
Q0V8T4,Cntnap5c
P30823,Slc7a1
Q62651,Ech1
Q9JJ31,Cul5
D3ZEF4,Cul7
Q60587,Hadhb
P07896,Ehhadh
Q6YFQ1,Cox6b2
P11950,Cox6c1
P35171,Cox7a2
P08050,Gja1
Q03190,Gja4
P28233,Gja6
Q8K4Q9,Gja8
P25305,Gjb3
P36380,Gjb4
P28232,Gjb5
Q5U2W7,Cyb561a3
O08590,Aoc3
P19643,Maob
Q32Q90,Apopt1
Q9WTY0,Aqp6
Q6AXT3,Arl13a
Q4V8C5,Arl2bp
O08701,Arg2
P54690,Bcat1
P29147,Bdh1
Q62896,Bet1
Q3MKQ2,Bex1
Q68FP9,Cog6
O35780,Bhlhe40
O35779,Bhlhb3
O08839,Bin1
P25023,Bdkrb2
Q9R1D1,Ctcf
P49001,Bmp2
D4ABH7,Bcdin3d
P16228,Ctse
Q5PQS7,Ccdc174
O54858,Cpz
B1H228,Ccdc114
Q3ZAV0,Ccdc60
P60889,Cbx7
Q6QD51,Ccdc80
Q6AY97,Ccdc91
Q8VD50,Ddit4l
P62957,Cacng7
P01355,Cck
Q8VHW5,Cacng8
P30277,Ccnb1
Q641Y8,Ddx1
P39948,Ccnd1
Q9R1Q2,Ccnl1
P46892,Cdk11b
Q9JLM2,Cd244
P97829,Cd47
Q4V8C8,Cdc73
Q99N34,Dffb
Q03114,Cdk5
P21816,Cdo1
P32038,Cfd
Q4V8E4,Cfap36
Q6AXY2,
Q5M888,
Q5XIL8,Dnai1
B3STU3,Chac1
Q9WU49,Carhsp1
Q6AYU3,Dnajb6
Q5RJQ0,Chst1
Q9QZL2,Chst3
Q9R0T3,Dnajc3
Q642C0,Dnajc8
P97531,Trip10
Q68FR2,Bin2
Q5BJQ6,Cstf1
Q9EQH5,Ctbp2
Q8K589,Bmf
Q78EA7,Bmpr1a
B2DD29,Brsk1
Q4V8K5,Brox
Q8K1M7,Brinp3
Q5PQR3,Btbd9
O88677,Btg3
P31722,C1qc
P27653,Mthfd1
Q5FVH0,C1qtnf5
Q3T1I2,C1qtnf6
P97520,C5ar1
A1L1K4,Cdc42se2
O88480,Cabin1
P54283,Cacnb1
Q63315,Cdh22
Q9R0T4,Cdh1
Q66HB6,Cage1
O54898,Cacna1g
Q5RJQ8,Calhm2
P01256,Calca
P58821,Caly
Q4V8Q1,Capn11
Q8K4Y7,Cant1
Q66H73,Ccdc82
Q5BJT7,Ccdc93
Q68FP3,Ccl6
P97707,Cacng1
Q5I0H5,Ccnl2
Q4QQW5,Ccnq
O08556,Ccr5
O54814,Ccr3
O35112,Alcam
Q63692,Cdc37
P10252,Cd48
Q8CFN2,Cdc42
Q4V8A2,Cdc27
Q5U2U6,Cdip1
O35832,Cdk18
Q4KLH6,Cep162
O35158,Cdon
Q4QQT3,Celf1
Q561R1,Cenpt
Q75UQ2,Cfdp1
Q6AY71,
P97586,Cgref1
Q642A4,
Q5I0E3,
A0JPQ1,
P02665,Csn2
Q8K4S7,Cblb
P15087,Cpe
Q4V7B1,
P47727,Cbr1
Q6AXT4,Ccdc172
Q66H60,Ccdc146
Q6PEB9,Ccdc127
Q561K4,Ccdc32
P62521,Ccdc8
P50231,Ccl5
P50229,Ccl3
P39947,Ccnc
Q9JK72,Ccs
Q5M845,
Q07969,Cd36
Q63493,Cd1d
P31053,Cd37
P27274,Cd59
P08921,Cd2
O70352,Cd82
Q32ZF3,Defb43
P0C5I0,Cdnf
Q9ERM3,Dgat1
Q4KM34,Cdk20
A4L9P8,Cep295
Q6AXZ4,Cep57l1
Q641Z4,Cdk9
Q63699,Cdk2
P16573,Ceacam1
Q4V897,Ccdc90b
Q810U0,Ccdc50
Q9QZA6,Cd151
Q64244,Cd38
Q9Z2V2,Cd40lg
O08837,Cdc5l
Q6YDN7,Cdc26
P05540,Cd4
Q32ZF7,Defb39
P70500,Cdipt
Q792H5,Celf2
Q5XI03,Cep95
Q4V8G7,Cenpu
B4F7A7,Cep57
P13635,Cp
O08560,Dgkz
Q5BK24,
B2GV17,Agbl5
Q66H33,
Q5M9G5,Ccdc117
Q6IRK9,Cpq
Q6AY41,Tmem30a
Q8VHW1,Tmem37
P14844,Ccl2
Q8K4F8,Ccnf
P39950,Ccng1
Q9R1A0,Ccnh
P40241,Cd9
P07448,
Q9R0Z3,Cdkn2a
Q5XIN9,Ccdc81
Q5BK06,Ccndbp1
Q71RJ2,Cacng2
Q8VHX0,Cacng3
Q3B8Q1,Ddx21
Q9QY16,Ddx25
Q498U0,
P19377,Cd3d
P07725,Cd8a
P05541,Cd8b
Q32ZF8,Defb38
Q62623,Cdc20
Q63686,Cdk16
P35426,Cdk4
P51952,Cdk7
P39951,Cdk1
O35052,Cds1
B2RZ50,Cdkn3
Q4KLY0,Cep63
Q9QZX9,Cep19
Q6AY64,
Q499T7,Cfap20
P51556,Dgka
Q5XI32,Capzb
P04762,Cat
Q9Z1H9,Cavin3
Q9EQV8,Cpn1
P32232,Cbs
Q5FVL4,Ccdc153
Q5U2X6,Ccdc47
Q8K4I6,Cby1
Q5PPN7,Ccdc51
P30551,Cckar
Q6AY31,
Q07490,Cd24
P24485,Cd53
Q5XIC3,Cdc37l1
P51882,Cd5
Q62745,Cd81
P26051,Cd44
Q4KM47,Cdk10
Q7TS56,Cbr4
Q6JHU9,Crebbp
D3Z8K2,Ccdc39
Q5XIR4,Ccdc33
P97884,Ccl20
O55193,Ccr2
P39949,Ccne1
Q7TPB4,Cd276
F1LRS8,Cd2ap
Q5FVR3,Cd302
Q4KM91,Cdca7
Q9JIK1,Cdhr5
O35831,Cdk17
Q3MJK5,Cdk12
Q07652,Cacna1e
P01257,Calca
Q5PPN4,Ca8
Q5BK10,Capn13
P35565,Canx
P80067,Ctsc
Q63088,Ctsj
P00786,Ctsh
Q6AXP4,
P51638,Cav3
B1PRL5,Cavin4
P31211,Serpina6
P19223,Cpb1
Q99MB4,Cbwd1
Q499P3,C1galt1c1
Q695P6,C5ar2
P54290,Cacna2d1
O88751,Cabp1
P55281,Cdh17
P54287,Cacnb3
Q5XI53,Cacul1
Q9Z1Y3,Cdh2
Q561R8,Calhm6
P48284,Ca4
Q5U206,Calml3
Q5XI58,Ccin
P97536,Cand1
Q8R4C0,Capn5
Q5M9G3,Caprin1
Q5XHY1,Carmil3
P55215,Casp2
P24268,Ctsd
Q9WUV6,Capza3
P85125,Cavin1
P19222,Cpa2
Q4V8B5,Ccdc116
P30099,Cyp11b2
O35796,C1qbp
Q63514,C4bpa
Q5M951,
Q5XI94,
Q91ZS3,Sdf4
Q8R1R5,Cd99l2
Q1WIM3,Cadm3
Q66HR5,Calcoco1
Q1WIM1,Cadm4
P0DP29,Calm1
P0DP30,Calm2
Q63118,Calcrl
O35920,Capn9
Q8K3X0,Casc3
P43527,Casp1
Q5BJZ0,Castor1
Q66H98,Cavin2
Q4AE70,Carm1
P55213,Casp3
P04468,Csn3
Q9R1T3,Ctsz
Q3T1K5,Capza2
Q9QZE3,Ctsq
P63182,Cbln1
Q5PQJ9,Ccdc175
Q5M862,Ccdc134
Q5BK07,Ccdc43
Q8VHW9,Cacng4
Q9QXY8,Ccl7
Q6AY13,Ccna1
Q04827,Ccnd2
Q6AYA8,
Q4V7B2,
Q63691,Cd14
P31042,Cd28
P61810,Cdk5r1
P28648,Cd63
Q5HZW5,Cd320
Q64159,Cd3g
Q9ET61,Cd93
P27139,Ca2
D4AEC2,Camsap2
D4A7U2,Carf
Q9JHX4,Casp8
P19633,Casq1
Q9EPY0,Card9
Q2IBC5,Cav2
P00787,Ctsb
Q9JHW1,Cpd
A0JPP8,Ccdc61
P86182,Ccdc22
Q62717,Cadps
P02661,Csn1s1
Q920D5,Casp12
D3ZZ07,Cts7
Q02765,Ctss
D3ZR10,Dcdc2
P41350,Cav1
P98087,Cbln2
Q4V7B5,Ccdc105
Q6AYN9,Ccdc181
Q32PZ9,Ccdc130
Q4V8F1,Ccdc184
P48961,Ccnd3
Q62834,Cdc123
Q63073,Btg1
Q80WL2,Bysl
Q6IE64,C1rl
Q9JJ05,C1galt1
P30100,Cyp11b3
Q5XIG2,C1qtnf1
Q66H96,Cabp7
O54800,Cdh8
Q9EQ60,Cacna1h
P10093,Calcb
P43165,Ca5a
Q78EJ9,Capn8
O35783,Calu
Q63092,Camkv
Q07009,Capn2
P52481,Cap2
Q5BJZ6,Carnmt1
M0RAU5,Catip
P07154,Ctsl
P51868,Casq2
P48442,Casr
O35186,Ctsk
P17977,Ctsg
B2GUZ5,Capza1
P00731,Cpa1
P21961,Cpa3
Q9EQV9,Cpb2
G3V8H4,Cblc
Q5XIB5,Ccdc86
Q8VHW7,Cacng6
P97545,Ccl11
Q4V7C4,Ccdc71
P50230,Ccl4
Q9QZQ5,Ccn3
Q6KC51,Ablim2
Q5XI64,Abhd6
P09483,Chrna4
Q5FVR5,Acnat2
P07872,Acox1
D3ZLY0,Atpsckmt
Q6AY33,Acrbp
P68035,Actc1
Q9QYV0,Adam15
P22909,Adra2a
P33124,Acsl6
Q6IFT6,Ano7
P46933,Apbb1
P21396,Maoa
D3ZQX4,Anapc15
P06759,Apoc3
P34080,Aqp2
Q63053,Arc
Q66HA6,Arl8b
O08697,Arl2
P38918,Akr7a3
Q5BK71,Arl11
Q6Q0N0,Clstn1
Q9QZU7,Bbox1
Q66H43,Borcs6
Q6AXU0,Bpi
Q63471,Bpifa2
Q5M7T3,Brms1
O88778,Bsn
Q6PNM1,Btla
Q6AXU1,Btbd16
Q4QQU1,Bud13
Q66HA5,Cc2d1a
P31721,C1qb
P84850,D2hgdh
P27732,Cacna1d
P55280,Cdh6
Q5DWV2,Cdh7
Q6AYP5,Cadm1
P14141,Ca3
P32214,Calcr
Q62736,Cald1
P07171,Calb1
P47728,Calb2
Q7TSU1,Arfgef2
Q9JLT6,Bid
Q4V8A6,Bloc1s6
P70645,Blmh
Q925T8,Brinp1
Q5XIU7,
Q8R553,Clstn3
Q32WR5,Bloc1s2
P06761,Hspa5
Q562C2,Bop1
Q8K4I4,Bpifa1
Q05701,Bpifb3
Q9Z1N4,Bpnt1
Q05704,Bpifb4
Q8K418,Brs3
Q5FVJ6,Bscl2
O35923,Brca2
Q8R2H3,Bsnd
B2RYM5,Brcc3
P27049,Btg2
Q6MG97,Btnl2
Q9WTT7,Bzw2
O70454,Bud31
Q63767,Bcar1
Q3ZB98,Bcas1
D4A631,Arfgef1
Q06826,Bmp4
Q5M864,Bora
D4A7T3,Brdt
Q811A2,Bst2
Q5FVF9,Btd
Q5I034,Custos
Q9Z2F5,Ctbp1
Q4AEG6,Bmp10
Q9EPW1,Arntl
Q5PQP4,Cdc42ep2
A1A5P0,Cdc42ep1
A0JPN3,Bpifb1
Q4V8D6,Brf2
Q4QQT6,Brix1
Q6P6S3,Bspry
P15393,Cyp11b1
O55197,C3ar1
O88969,Cst8
Q6MGA9,Brd2
O54952,Brca1
Q8CJB9,Rnf40
Q63072,Bst1
Q5RK03,Cdkn2aipnl
P31720,C1qa
Q63515,C4bpb
Q06BI3,Caln1
Q68FX6,Cabs1
Q5XII8,
P58365,Cdh23
Q1WIM2,Cadm2
Q704S8,Crat
B0BNN3,Ca1
O54960,Nos1ap
Q08163,Cap1
B2GV52,Bloc1s5
D3ZKU7,Bloc1s1
P62950,Blcap
Q4KM52,Blnk
Q04906,Bmp6
Q5PPK1,Bri3
Q8K1M8,Brinp2
D3ZML2,Brsk2
Q6P6T1,C1s
Q3KRF3,
Q8CFG6,Cacna2d2
Q8CFG5,Cacna2d3
Q02485,Cacna1s
P54282,Cacna1a
Q641Y1,Cyb561d2
Q5U2R2,
Q5BJM7,Cdc42se1
Q3ZCQ0,
Q8VGC3,Cacnb2
Q5DWV1,Cdh20
D4A055,Cacnb4
Q02294,Cacna1b
Q5FWS4,Calhm5
Q9Z0Y8,Cacna1i
Q66HG6,Ca5b
Q9ES66,Capn10
P16259,Capn3
P97571,Capn1
P63100,Ppp3r1
P28470,Ppp3r2
Q6AYC4,Capg
O35397,Casp6
Q03248,Upb1
Q6P7P5,Bzw1
Q5FVK6,Cc2d1b
Q63149,Cdh4
P22002,Cacna1c
P18418,Calr
P0DP31,Calm3
Q9R0L4,Cand2
O88501,Capn6
D3Z8E6,Camsap1
Q5U2X0,Cdkn2aip
P49192,Cartpt
Q66H85,Ankzf1
Q641X1,Ankrd61
P16067,Npr2
P53678,Ap3m2
Q07936,Anxa2
Q7TMA5,Apob
P26817,Grk2
P61206,Arf3
Q6AY65,Arfip2
P61751,Arf4
P61212,Arl1
Q8CG45,Akr7a2
Q2KN99,Specc1l
Q5M9G8,Dcaf11
P09760,Fer
Q91ZV2,Dcbld2
Q63155,Dcc
B1H299,Dcaf17
Q921A4,Cygb
Q9ES72,Cyr61
Q9JHL4,Dbnl
Q8CG08,Cthrc1
Q63086,Ctf1
P0C6T1,Chtf8
Q0V8T5,Cntnap5b
O70244,Cubn
P00173,Cyb5a
P23943,Edn2
P01041,Cstb
O88797,Dab2
B1WBV0,Ctu1
Q2IBD4,Cttnbp2
Q5XIK8,Ctdspl2
Q9WU82,Ctnnb1
P07338,Ctrb1
Q6MGD0,Cuta
Q8CJH2,Dab1
Q8VIB2,Daxx
P10715,Cyct
Q5XI67,Fbxo30
Q66H10,Fbxo39
P00159,Mt-Cyb
Q5BK76,Cyhr1
P61805,Dad1
Q9QX67,Dap
F1LYQ8,Farp1
Q6AY27,Fbxo17
Q91Z62,Fbxo32
P97694,Cyth1
P63035,Cyth2
P97696,Cyth3
Q66H62,Cyld
Q5PQS5,Cyyr1
P62898,Cycs
Q5VJS5,Dnaaf4
Q6AY92,Slc44a3
O35116,Ctnnd2
Q3B7U4,Ctu2
Q64428,Hadha
Q5XIC2,Ecsit
P97885,Cxcl5
P04166,Cyb5b
P26684,Ednra
Q6AYK6,Cacybp
Q5RKJ2,Cybrd1
P41682,Adh7
Q9JMB5,Adrm1
C0HL12,Adgrb1
Q4W8E7,Ajap1
Q6DTM3,Ahi1
Q64057,Aldh7a1
Q3T1L5,Alg6
Q5FVK8,Arl14ep
P61250,Pde6h
P37397,Cnn3
P20272,Cnr1
Q5M7A7,Cnrip1
Q62845,Cntn4
P02454,Col1a1
Q811M5,C6
P15999,Atp5f1a
P35435,Atp5f1c
D3ZAF6,Atp5mf
Q06647,Atp5po
Q9ER24,Atxn10
Q63540,Atxn1
O35815,Atxn3
Q9WU06,Avil
Q8VDA6,Avpi1
P38445,Acvr2b
Q4KMA0,Azi2
P43138,Apex1
Q9Z0U5,Aox1
P84082,Arf2
Q5BJT0,Arglu1
Q5FVC2,Arhgef2
Q5XXR3,Arhgef6
Q6AYT5,Armt1
D4A770,
Q5I0J9,Aspdh
A4KWA6,Clec2d3
Q67EQ0,Clec4a
Q67EQ1,Clec4e
Q9WU61,Clcc1
P51802,Clcnkb
P35525,Clcn2
P51792,Clcn3
P51796,Clcn5
Q6MG61,Clic1
Q5M883,Clic2
Q8K1G0,Clmp
Q9WTT2,Clpb
P06685,Atp1a1
Q64566,Atp2c1
Q8R4C1,Atp2c2
P07340,Atp1b1
P19511,Atp5pb
Q6MG11,Atat1
Q00969,Atf2
P29596,Atf3
Q6P788,Atf5
G3V909,Atf6
Q5FWU3,Atg9a
Q4FZU4,Adamtsl4
Q0ZHH6,Atl3
Q04679,Fxyd2
P21571,Atp5pf
D3Z9R8,Atp5mpl
P62634,Cnbp
Q4V8I2,Ncaph2
Q66HG3,Cndp1
P70705,Atp7a
Q64535,Atp7b
Q5SGD7,Cnksr3
O70367,Cnmd
Q08290,Cnn1
D4ABB8,Atp9b
Q6P7B2,Cnppd1
Q08406,Cntfr
P20294,Cntf
A9ZSY0,Cntln
Q63198,Cntn1
Q62682,Cntn3
P97527,Cntn5
P97528,Cntn6
P02466,Col1a2
P05539,Col2a1
Q9JI03,Col5a1
Q62930,C9
P10719,Atp5f1b
Q10753,
M0RD54,CEFIP
P07882,Cel
Q9R0E0,Ugcg
Q3B7T8,Cep44
Q5PQQ9,Cep70
P16303,Ces1d
Q5U3Z0,Cfap298
Q66H34,Cfap97
Q4QQV7,Ch25h
P80254,Ddt
Q05754,Dbh
B0K012,Camkmt
B4F779,Appl2
Q6AYM4,Dpcd
P31430,Dpep1
Q5M872,Dpep2
Q5M9F5,Dph6
Q9Z325,Dpm2
Q9QYV8,Polg
P46101,Dpp6
Q6IMK0,Dppa3
D3Z8Y2,Dppa4
Q8K3E7,Dpy30
O89000,Dpyd
Q62950,Crmp1
P47942,Dpysl2
Q62952,Dpysl3
Q62951,Dpysl4
Q9JHU0,Dpysl5
Q63150,Dpys
Q5BK09,Dram2
Q5XIR6,Iqcd
Q5XI65,Drc1
Q5XIJ8,Ccdc65
Q5XI54,Drc3
Q499U4,Gas8
Q5PQQ6,Iqcg
P18901,Drd1
P61169,Drd2
P19020,Drd3
P00774,Cela2a
O88278,Celsr3
Q03484,Cebpd
Q6MG51,G4
A1A5Q4,Cfap206
P34158,Cftr
P97587,Cgrrf1
Q5YLM1,Dagla
Q09426,Ugt8
Q9WTV1,Chi3l1
P30729,Drd4
P25115,Drd5
Q07266,Dbn1
Q62798,Drgx
Q9EPA0,Drp2
Q5RJY4,Dhrs7b
Q8VHZ8,Dscam
P35444,Comp
P22734,Comt
Q62598,Dspp
P55266,Adar
O35142,Copb2
P23514,Copb1
Q66H80,Arcn1
Q4AEF8,Copg1
Q9JK41,Slc31a1
Q499N4,Coq2
Q4FZU1,Coq4
Q4G064,Coq5
Q6AY19,Coq8b
Q80YN4,Corin
O35828,Coro7
Q68FW2,Cdca3
Q63064,Cd52
Q30KJ2,Defb50
Q4G059,Cdca7l
D3Z8X7,Cep104
Q5FVP8,Dgat2
Q91XU8,Cds2
Q63517,Cenpi
Q5U1Z7,Itgb3bp
Q66H89,Cep83
Q68FQ4,Cfap300
Q6P6G2,
Q6AY52,
Q66HC9,Dnai2
P97554,Dnajb9
P10354,Chga
Q642A5,Pole3
Q6W3B0,Dsg4
Q5M834,Dtnbp1
D4ABY2,Copg2
Q63159,Coq3
Q68FU7,Coq6
Q63619,Coq7
Q561S0,Ndufa10
O35867,Ppp1r9a
B2GV71,Ndufaf5
Q641Y2,Ndufs2
P28840,Pcsk1
Q99PW3,Neu1
P69060,Cmas
Q6IMZ0,Nfil3
Q62725,Nfyc
Q5BKC9,Ngef
P30152,Lcn2
Q6AYI4,Nhej1
Q920G2,Slc9a3r2
Q9ESN0,Fam129a
D3ZQX2,Nilr1
Q9WV50,Nip7
Q9JHE8,Ninj2
P23441,Nkx2-1
O35767,Nkx2-5
Q6JE36,Ndrg1
Q71UE8,Nedd8
P69682,Necap1
P82598,
P18576,Nfya
P16884,Nefh
Q99JA8,Ngb
P70595,Neurog1
B4F7E8,Fam129b
P70617,Ninj1
Q9ET55,Noct
Q641W3,Nufip1
A1L1I3,Numbl
Q6AYD9,Nudt19
Q63525,Nudc
P35896,Olr1174
P26284,Pdha1
Q8VIJ5,Oga
Q5M843,Ogfod3
D3ZS74,Oma1
Q65Z15,Osm
P32736,Opcml
P34975,Oprk1
Q566C7,Nudt3
Q5XIG0,Nudt9
O08587,Nup50
P70582,Nup54
P35899,Olr1571
P54370,Oaz1
P49432,Pdhb
P08523,Omp
P02631,Ocm
Q8R5M4,Optn
Q6P9Z8,Orc4
Q80Z32,Orc1
Q9NQR8,Ndufaf4
P52504,Ndufs6
D3ZN43,Ndufaf6
Q6PCU8,Ndufv3
P28841,Pcsk2
Q5XIF3,Ndufs4
P53812,Pitpnb
Q99NA7,Pitx1
P58522,
Q9R0W1,Pitx2
P81062,Pitx3
Q64627,Neu2
Q99PW5,Neu3
Q9JLD2,Serpini1
Q99P39,Nfs1
Q3T1H2,Ngrn
Q00959,Grin2a
Q00960,Grin2b
Q8K1Q0,Nmt1
P35739,Ntrk1
P52590,Nup107
Q6P9U1,Nudt22
Q62609,Olfm1
B0BNM1,Naxe
P20789,Ntsr1
P11662,Mtnd2
Q99PR0,Pomt1
Q68FP2,Pon3
Q5RJM1,Srd5a3
P18889,Porf1
Q5HZB0,Tmem123
Q9WUI9,Ncoa2
Q7TSN4,Pigw
P12839,Nefm
D3ZGB1,Nfat5
Q6AYT2,Nfe2
Q6IMG5,Nhlrc1
Q8CGU6,Ncstn
Q4G017,Nisch
P11915,Scp2
Q8VHN2,Grin3b
Q63604,Ntrk2
Q63384,Ntsr2
Q99MY2,Nudt4
P23269,Olr1496
Q5MYT9,Oasl2
P04182,Oat
P11960,Bckdha
Q6AYX5,Odf2
P35738,Bckdhb
Q06437,Pdha2
Q01205,Dlst
Q9JI85,Nucb2
P03926,Mtnd6
Q641Y7,Nudt18
Q2LC84,Numb
Q6AY63,Nudt5
P70563,Nudt6
P23271,Olr1493
P23273,Olr1500
F1LMZ8,Psmd11
Q6P6T5,Ocln
P08461,Dlat
P70526,Olfr1
P23272,
D3Z9H7,Nfatc4
P25427,Ngf
Q5I0I8,Noc4l
P49242,Rps3a
P62909,Rps3
P62703,Rps4x
P61314,Rpl15
P24049,Rpl17
P24050,Rps5
P62919,Rpl8
Q6AYG0,Rrnad1
P84100,Rpl19
